"Shift #","Trip #","Operator Name","Medallion","Device Type","Chauffeur #","Meter On Datetime","Meter Off Datetime","Trip Length","Pickup Latitude","Pickup Longitude","Pickup Location","Dropoff Latitude","Dropoff Longitude","Dropoff Location","Fare","Tax","Tips","Tolls","Surcharge","Trip Total","Payment Type","Street/Dispatch"
55313980,30785,"Freedom Taxi","3102","NGP",482335,"07/01/2015 00:14","07/01/2015 00:18","0.7","39.364031","-75.652000","2204 WALNUT ST","39.655982","-75.853572","1428 S ALLISON ST","4.77","0.65","0.00","0.00","0.00","5.42","Cash","Street Hail"
22320787,02843,"Freedom Taxi","2869","NGP",604949,"07/01/2015 00:14","07/01/2015 00:29","24.3","39.315454","-75.412046","2400 WASHINGTON AVE","39.782400","-75.283401","5307 HAVERFORD AVE","28.50","0.65","5.80","0.00","0.00","34.95","Credit Card","Street Hail"
32644011,57708,"Freedom Taxi","5144","NGP",964950,"07/01/2015 00:15","07/01/2015 00:27","8.2","39.061234","-75.129354","908 CLINTON ST","39.611465","-75.012787","1714 LATONA ST","20.87","0.00","0.00","0.00","2.15","23.02","Credit Card","Street Hail"
12393795,70269,"Freedom Taxi","4964","NGP",711553,"07/01/2015 00:15","07/01/2015 00:20","0.4","39.381933","-75.825393","270 FOUNTAIN ST","39.803527","-75.274657","2313 N 19TH ST","4.77","0.65","0.00","0.00","0.00","5.42","Cash","Street Hail"
81182520,12048,"Freedom Taxi","7662","NGP",776740,"07/01/2015 00:15","07/01/2015 00:36","3.8","39.116891","-75.225969","7390 RUGBY ST","39.787121","-75.069625","4529 N SMEDLEY ST","13.97","0.65","0.00","0.00","0.00","14.62","Cash","Street Hail"
51209482,18749,"Freedom Taxi","9309","NGP",164038,"07/01/2015 00:16","07/01/2015 00:25","2.7","39.550065","-75.103022","1401 N 15TH ST","39.138088","-75.634451","1218-22 N MARSHALL ST","9.37","0.65","2.00","0.00","0.00","12.02","Credit Card","Street Hail"
41814316,78692,"Freedom Taxi","8777","NGP",293451,"07/01/2015 00:16","07/01/2015 00:40","7.5","39.626638","-75.617291","4991 PARKSIDE AVE","39.485223","-75.197055","1522 E JOHNSON ST","22.48","0.65","5.00","0.00","0.00","28.13","Credit Card","Street Hail"
77511680,81109,"Freedom Taxi","9913","NGP",836450,"07/01/2015 00:15","07/01/2015 00:15","0.0","39.776448","-75.970821","5901-13 MARKET ST","0.0965750","0.00042326","7220 RIDGE AVE","5.69","0.65","0.00","0.00","0.00","6.34","Cash","Street Hail"
25705478,62316,"Freedom Taxi","6515","NGP",648241,"07/01/2015 00:16","07/01/2015 00:24","2.2","39.734841","-75.785811","1815 S DOVER ST","39.189492","-75.909210","6004 N 19TH ST","7.99","0.65","4.00","0.00","0.00","12.64","Credit Card","Street Hail"
00161488,14827,"Freedom Taxi","5876","NGP",713647,"07/01/2015 00:18","07/01/2015 00:27","2.3","39.478902","-75.009662","1227 SHACKAMAXON ST","39.075668","-75.250907","830 PALM ST","8.91","0.65","2.00","0.00","0.00","11.56","Credit Card","Street Hail"
13793401,38547,"Freedom Taxi","4690","NGP",085800,"07/01/2015 00:19","07/01/2015 00:24","1.0","39.692689","-75.058419","4313 LAWNDALE ST","39.626931","-75.250738","3311 HAMILTON ST","5.46","0.65","2.00","0.00","0.00","8.11","Credit Card","Street Hail"
84772847,61924,"Freedom Taxi","9554","NGP",273853,"07/01/2015 00:21","07/01/2015 00:26","0.0","39.648513","-75.342066","3726 FAIRMOUNT AVE","39.970293","-75.440038","2006 E HUNTINGDON ST","5.23","0.65","0.00","0.00","0.00","5.88","Cash","Street Hail"
01495047,09283,"Freedom Taxi","1702","NGP",306487,"07/01/2015 00:21","07/01/2015 00:28","1.5","39.467976","-75.782871","1425 POINT BREEZE AVE","39.254823","-75.769057","4635 CASTOR AVE","7.07","0.65","0.00","0.00","0.00","7.72","Cash","Street Hail"
77308267,70221,"Freedom Taxi","6181","NGP",049872,"07/01/2015 00:24","07/01/2015 00:31","2.1","39.604091","-75.267004","5117 DELANCEY ST","39.896277","-75.145883","5030 WARRINGTON AVE","8.22","0.65","2.00","0.00","0.00","10.87","Credit Card","Street Hail"
37645958,87269,"Freedom Taxi","3780","NGP",616336,"07/01/2015 00:25","07/01/2015 00:30","0.0","39.559040","-75.934898","428-38 MASTER ST","39.285065","-75.658107","2401-2499 SHARSWOOD","6.38","0.65","2.00","0.00","0.00","9.03","Credit Card","Street Hail"
18906961,56236,"Freedom Taxi","6204","NGP",679267,"07/01/2015 00:25","07/01/2015 00:29","0.9","39.873322","-75.542195","1800 CHESTNUT ST","39.219813","-75.610989","300 DOMINO LA","5.23","0.65","1.76","0.00","0.00","7.64","Credit Card","Street Hail"
55138836,52269,"Freedom Taxi","6813","NGP",197451,"07/01/2015 00:26","07/01/2015 00:39","7.8","39.511212","-75.018067","329 GERRITT ST","39.784017","-75.729680","2072 BRIDGE ST","28.50","0.65","1.45","0.00","0.00","30.60","Credit Card","Street Hail"
66384666,18040,"Freedom Taxi","1496","NGP",278463,"07/01/2015 00:26","07/01/2015 00:43","9.1","39.410512","-75.013253","3414 COTTMAN AVE","39.967822","-75.506242","618 S CLARION ST","28.50","0.65","7.25","0.00","0.00","36.40","Credit Card","Street Hail"
41280242,04847,"Freedom Taxi","9388","NGP",479441,"07/01/2015 00:27","07/01/2015 00:35","1.2","39.161679","-75.722838","1100 W MONTGOMERY AVE","39.914692","-75.925960","704-10 S 06TH ST","9.14","0.65","2.21","0.00","0.00","12.00","Credit Card","Street Hail"
66964958,23913,"Freedom Taxi","9148","NGP",908940,"07/01/2015 00:28","07/01/2015 00:58","11.8","39.655728","-75.621136","2024 UPLAND WAY","40.305152","-75.612921","120 N 03RD ST","58.82","0.65","9.00","0.00","1.50","69.97","Credit Card","Street Hail"
84035872,84039,"Freedom Taxi","8002","NGP",839908,"07/01/2015 00:28","07/01/2015 00:36","0.7","39.259914","-75.733344","2516 S MILDRED ST","39.990525","-75.838571","3226 WALLACE ST","7.07","0.00","3.00","0.00","0.75","10.82","Credit Card","Street Hail"
00161488,63380,"Freedom Taxi","5876","NGP",713647,"07/01/2015 00:29","07/01/2015 00:42","7.3","39.212962","-75.089603","5515 LOCUST ST","39.818948","-75.186057","5303 WALNUT ST","28.50","0.65","5.80","0.00","0.00","34.95","Credit Card","Street Hail"
74766516,31266,"Freedom Taxi","4631","NGP",136744,"07/01/2015 00:30","07/01/2015 00:34","1.2","39.627199","-75.137297","5935 CHESTER AVE","39.105568","-75.250384","1523 S BOUVIER ST","5.69","0.65","2.00","0.00","0.00","8.34","Credit Card","Street Hail"
51209482,69630,"Freedom Taxi","9309","NGP",164038,"07/01/2015 00:30","07/01/2015 00:44","3.4","39.865743","-75.142877","210 GREENWICH ST","39.615412","-75.060992","2330 ST ALBANS ST","12.36","0.65","0.00","0.00","0.00","13.01","Cash","Street Hail"
84123969,63721,"Freedom Taxi","1442","NGP",922392,"07/01/2015 00:30","07/01/2015 00:42","9.1","39.811953","-75.167778","926 W SILVER ST","39.370318","-75.189279","527 N ALLISON ST","28.50","0.65","5.80","0.00","0.00","34.95","Credit Card","Street Hail"
53233368,77006,"Freedom Taxi","0938","NGP",427873,"07/01/2015 00:30","07/01/2015 00:35","0.8","39.192536","-75.148461","628 SOLLY AVE","39.195874","-75.493998","5806 RACE ST","4.77","0.65","2.00","0.00","0.00","7.42","Credit Card","Street Hail"
89165033,89210,"Freedom Taxi","4828","NGP",261687,"07/01/2015 00:31","07/01/2015 00:37","2.0","39.151356","-75.324822","5663 BOYER ST","39.415382","-75.298458","2937 ROBBINS ST","7.76","0.65","3.00","0.00","0.00","11.41","Credit Card","Street Hail"
25705478,05949,"Freedom Taxi","6515","NGP",648241,"07/01/2015 00:31","07/01/2015 00:34","1.0","39.811987","-75.037212","1326 ORTHODOX ST","39.839727","-75.391443","412-26 S 13TH ST","5.23","0.65","0.00","0.00","0.00","5.88","Cash","Street Hail"
41116835,15121,"Freedom Taxi","0006","NGP",691241,"07/01/2015 00:33","07/01/2015 00:42","2.2","39.745444","-75.580191","1853 E VENANGO ST","39.426602","-75.989166","840 W MOYAMENSING AVE","8.68","0.65","2.00","0.00","0.00","11.33","Credit Card","Street Hail"
84772847,83966,"Freedom Taxi","9554","NGP",273853,"07/01/2015 00:33","07/01/2015 00:38","1.2","39.425418","-75.403037","1708 WALLACE ST","39.652468","-75.554960","4813 N CARLISLE ST","5.92","0.65","0.00","0.00","0.00","6.57","Cash","Street Hail"
55313980,05888,"Freedom Taxi","3102","NGP",482335,"07/01/2015 00:36","07/01/2015 00:41","1.7","39.111936","-75.439753","1916 S 68TH ST","39.189671","-75.840391","1453 N 07TH ST","7.07","0.65","1.00","0.00","0.00","8.72","Credit Card","Street Hail"
50946394,20272,"Freedom Taxi","3449","NGP",998979,"07/01/2015 00:37","07/01/2015 00:52","4.1","39.677183","-75.610320","4725 NORTHWOOD ST","39.487921","-75.601826","2001-03 S 04TH ST","13.51","0.65","3.50","0.00","0.00","17.66","Credit Card","Street Hail"
63322418,84159,"Freedom Taxi","1135","NGP",137736,"07/01/2015 00:38","07/01/2015 00:59","13.9","39.480846","-75.971553","815 N 63RD ST","40.790509","-75.370592","110 W WILDEY ST","34.90","0.65","0.00","0.00","0.00","35.55","Credit Card","Street Hail"
18906961,53590,"Freedom Taxi","6204","NGP",679267,"07/01/2015 00:39","07/01/2015 00:44","0.0","39.731558","-75.974569","1932 MANTON ST","39.735713","-75.482969","5544 JEFFERSON ST","9.14","0.65","0.00","0.00","0.00","9.79","Cash","Street Hail"
32198606,98567,"Freedom Taxi","8893","NGP",914472,"07/01/2015 00:40","07/01/2015 00:44","0.4","39.221671","-75.707729","117 W HORTTER ST","39.473540","-75.054250","1901 JOHN F KENNEDY BLV","5.23","0.65","5.00","0.00","0.00","10.88","Credit Card","Street Hail"
70274186,96331,"Freedom Taxi","0330","NGP",003510,"07/01/2015 00:42","07/01/2015 00:59","8.0","39.938446","-75.801112","5052-54 WALNUT ST","39.998698","-75.468580","1534 FOULKROD ST","22.25","0.65","0.00","0.00","0.00","22.90","Cash","Street Hail"
74766516,41153,"Freedom Taxi","4631","NGP",136744,"07/01/2015 00:42","07/01/2015 00:55","0.0","39.118227","-75.269736","6132 CHANCELLOR ST","39.879942","-75.841380","6024 YOCUM ST","10.98","0.65","0.00","0.00","0.00","11.63","Cash","Street Hail"
55313980,50122,"Freedom Taxi","3102","NGP",482335,"07/01/2015 00:42","07/01/2015 00:47","1.3","39.599226","-75.009025","6446 CHELWYNDE AVE","39.068070","-75.220178","953 N ST BERNARD ST","5.92","0.65","1.00","0.00","0.00","7.57","Credit Card","Street Hail"
84772847,82336,"Freedom Taxi","9554","NGP",273853,"07/01/2015 00:42","07/01/2015 00:47","1.5","39.325389","-75.785665","1400 S 24TH ST","39.687973","-75.839070","1004 BINGHAM ST","6.15","0.65","1.00","0.00","0.00","7.80","Credit Card","Street Hail"
70130301,72014,"Freedom Taxi","2055","NGP",842533,"07/01/2015 00:43","07/01/2015 00:50","1.7","39.014391","-75.588450","121 N 20TH ST","39.281550","-75.446977","235 E LOUDON ST","7.30","0.65","1.00","0.00","0.00","8.95","Credit Card","Street Hail"
18938947,73272,"Freedom Taxi","2035","NGP",727235,"07/01/2015 00:43","07/01/2015 00:59","4.4","39.383641","-75.692801","1946 E YORK ST","39.308189","-75.022348","1200-1298 FITZWATER","14.43","0.65","0.00","0.00","0.00","15.08","Cash","Street Hail"
81182520,05030,"Freedom Taxi","7662","NGP",776740,"07/01/2015 00:44","07/01/2015 00:48","1.2","39.789528","-75.293652","2136 HARTEL AVE","39.901104","-75.528050","208 W GODFREY AVE","5.46","0.65","0.00","0.00","0.00","6.11","Cash","Street Hail"
79950064,81632,"Freedom Taxi","1281","NGP",065899,"07/01/2015 00:44","07/01/2015 00:50","1.2","39.367948","-75.717093","241 S 6","39.970189","-75.803322","3184 BELGRADE ST","6.15","0.65","0.00","0.00","0.00","6.80","Credit Card","Street Hail"
74686627,61090,"Freedom Taxi","5698","NGP",841518,"07/01/2015 00:48","07/01/2015 00:53","2.2","0.0452817","0.00567729","2216-22 WALNUT ST","0.0219613","0.00353189","2065 E CLEMENTINE ST","7.99","0.65","0.00","0.00","0.00","8.64","Cash","Street Hail"
53185400,24765,"Freedom Taxi","4171","NGP",083408,"07/01/2015 00:48","07/01/2015 01:04","8.1","39.726033","-75.694599","8504 MICHENER AVE","39.234308","-75.914080","1153 W VENANGO ST","28.50","0.65","5.80","0.00","0.00","34.95","Credit Card","Street Hail"
29098665,99374,"Freedom Taxi","4352","NGP",872524,"07/01/2015 00:49","07/01/2015 01:07","5.5","39.049220","-75.383281","1827 W CAYUGA ST","39.780903","-75.075352","130 SPRUCE STREET","28.50","0.65","5.80","0.00","0.00","34.95","Credit Card","Street Hail"
97733005,84922,"Freedom Taxi","3912","NGP",202910,"07/01/2015 00:49","07/01/2015 00:50","0.0","39.702552","-75.149730","2454 GERMANTOWN AVE","39.279135","-75.633072","3105 AGATE ST","28.50","0.65","0.00","0.00","0.00","29.15","Cash","Street Hail"
63314247,26898,"Freedom Taxi","5011","NGP",442463,"07/01/2015 00:50","07/01/2015 00:57","0.7","39.927961","-75.437126","1528 PINE ST","39.467702","-75.574263","2405 N CARLISLE ST","8.22","0.65","0.00","0.00","0.00","8.87","Cash","Street Hail"
77308267,15666,"Freedom Taxi","6181","NGP",049872,"07/01/2015 00:50","07/01/2015 00:56","2.0","39.575343","-75.319489","60 N PEACH ST","39.415094","-75.474386","5546 JANE ST","7.76","0.65","2.00","0.00","0.00","10.41","Credit Card","Street Hail"
95576331,60756,"Freedom Taxi","5716","NGP",942666,"07/01/2015 00:50","07/01/2015 00:56","1.2","39.241089","-75.162087","4531 WAYNE AVE","39.425711","-75.164440","4527 STILES ST","6.15","0.00","2.00","0.00","0.65","8.80","Credit Card","Street Hail"
97733005,69797,"Freedom Taxi","3912","NGP",202910,"07/01/2015 00:50","07/01/2015 00:55","0.3","39.687608","-75.251478","500 E GODFREY AVE","39.350174","-75.155647","1818 WATERLOO ST","6.15","0.65","0.00","0.00","0.00","6.80","Cash","Street Hail"
07721088,07432,"Freedom Taxi","8203","NGP",090854,"07/01/2015 00:51","07/01/2015 01:04","4.5","39.563314","-75.812779","4733 SALEM ST","39.458475","-75.221248","810 RHAWN ST","14.20","0.65","1.00","0.00","0.00","15.85","Credit Card","Street Hail"
51209482,76221,"Freedom Taxi","9309","NGP",164038,"07/01/2015 00:52","07/01/2015 00:56","1.0","39.972469","-75.474730","1243 N 55TH ST","39.096148","-75.370060","2538 W SOMERSET ST","5.46","0.65","3.89","0.00","0.00","10.00","Credit Card","Street Hail"
81182520,65567,"Freedom Taxi","7662","NGP",776740,"07/01/2015 00:52","07/01/2015 01:04","2.5","39.227659","-75.360171","4241 VIOLA ST","39.758949","-75.977244","3844 N BOUVIER ST","9.83","0.65","0.00","0.00","0.00","10.48","Cash","Street Hail"
76546952,34724,"Freedom Taxi","7486","NGP",874652,"07/01/2015 00:52","07/01/2015 00:55","0.5","39.784323","-75.228842","826 N TANEY ST","39.794302","-75.922482","1335 S CLEVELAND ST","4.08","0.65","0.00","0.00","0.00","4.73","Cash","Street Hail"
70563732,12533,"Freedom Taxi","6086","NGP",031431,"07/01/2015 00:52","07/01/2015 01:03","2.8","39.357234","-75.713771","2471 N NEWKIRK ST","39.952180","-75.991308","4359 FRANKFORD AVE","10.98","0.65","1.16","0.00","0.00","12.79","Credit Card","Street Hail"
01402670,51330,"Freedom Taxi","8707","NGP",515867,"07/01/2015 00:52","07/01/2015 00:58","0.8","39.284203","-75.894722","6113 GLENMORE AVE","39.644370","-75.003191","2832 W STILES ST","6.84","0.65","1.50","0.00","0.00","8.99","Credit Card","Street Hail"
37645958,88998,"Freedom Taxi","3780","NGP",616336,"07/01/2015 00:52","07/01/2015 00:57","0.0","39.571680","-75.857622","920 E PRICE ST","39.128534","-75.721617","1443-45 CLYMER ST","5.69","0.65","0.00","0.00","0.00","6.34","Cash","Street Hail"
89165033,38417,"Freedom Taxi","4828","NGP",261687,"07/01/2015 00:52","07/01/2015 01:07","6.7","39.543411","-75.372239","2244 N 10TH ST","40.037486","-75.668378","600-02 GLENVIEW ST","19.49","0.65","4.00","0.00","0.00","24.14","Credit Card","Street Hail"
70043818,09809,"Freedom Taxi","2453","NGP",973988,"07/01/2015 00:53","07/01/2015 01:06","23.7","0.0170543","0.00403853","880 N 27TH ST","0.0627633","0.00049243","1901-45 W GIRARD AVE","28.50","0.00","0.00","0.00","0.55","29.05","Cash","Street Hail"
52102553,78474,"Freedom Taxi","5376","NGP",427656,"07/01/2015 00:54","07/01/2015 01:09","4.4","39.805993","-75.839845","3219 BYBERRY RD","39.894616","-75.825790","1627 SPRUCE ST","14.20","0.65","3.00","0.00","0.00","17.85","Credit Card","Street Hail"
12393795,63116,"Freedom Taxi","4964","NGP",711553,"07/01/2015 00:54","07/01/2015 00:59","0.7","39.870866","-75.032230","2014 S ALDEN ST","39.521482","-75.226855","7242 RUTLAND ST","5.23","0.65","4.00","0.00","0.00","9.88","Credit Card","Street Hail"
15995745,66814,"Freedom Taxi","9643","NGP",371486,"07/01/2015 00:54","07/01/2015 01:10","8.7","39.705221","-75.842667","1439 W LOUDON ST","39.057326","-75.337539","1000-1098 ARCH","28.50","0.65","7.25","0.00","0.00","36.40","Credit Card","Street Hail"
41814316,23824,"Freedom Taxi","8777","NGP",293451,"07/01/2015 00:55","07/01/2015 01:01","1.9","39.452664","-75.862462","1234 MARKET ST","39.877127","-75.239331","2439 E SERGEANT ST","7.30","0.65","2.00","0.00","0.00","9.95","Credit Card","Street Hail"
53140110,65736,"Freedom Taxi","9253","NGP",312787,"07/01/2015 00:56","07/01/2015 01:02","1.4","39.649460","-75.521283","1001-11 WALLACE ST","39.524773","-75.342470","5732 VIRGINIAN RD","6.61","0.65","0.00","0.00","0.00","7.26","Cash","Street Hail"
00161488,39649,"Freedom Taxi","5876","NGP",713647,"07/01/2015 00:56","07/01/2015 01:06","3.0","39.946048","-75.921387","2400-2498 SHARSWOOD","39.639754","-75.533475","623 S AMERICAN ST","10.75","0.65","0.00","0.00","0.00","11.40","Cash","Street Hail"
53233368,90471,"Freedom Taxi","0938","NGP",427873,"07/01/2015 00:56","07/01/2015 01:21","20.9","39.893814","-75.190941","1011 GRIFFITH ST","40.365717","-74.047699","1501 N 62ND ST","51.00","0.65","0.00","0.00","0.00","51.65","Cash","Street Hail"
