"Shift #","Trip #","Operator Name","Medallion","Device Type","Chauffeur #","Meter On Datetime","Meter Off Datetime","Trip Length","Pickup Latitude","Pickup Longitude","Pickup Location","Dropoff Latitude","Dropoff Longitude","Dropoff Location","Fare","Tax","Tips","Tolls","Surcharge","Trip Total","Payment Type","Street/Dispatch"
82573577,59794,"Freedom Taxi","3113","NGP",156300,"10/01/2015 00:52","10/01/2015 00:55","0.9","39.444345","-75.874668","2013 E WESTMORELAND ST","39.416339","-75.693536","800 ADMIRALS WAY","5.00","0.60","1.50","0.00","0.00","7.10","Credit Card","Street Hail"
01739875,04915,"Freedom Taxi","3358","NGP",311845,"10/01/2015 00:52","10/01/2015 01:01","0.9","39.791654","-75.632978","1824 FRANKFORD AVE","39.258536","-75.547284","2019 MEDARY AVE","6.84","0.60","0.00","0.00","0.00","7.44","Cash","Street Hail"
67406982,11932,"Freedom Taxi","7662","NGP",776740,"10/01/2015 00:52","10/01/2015 01:04","5.2","39.785793","-75.366578","1321 S 58TH ST","39.869727","-75.167363","613 S 48TH ST","15.35","0.60","0.00","0.00","0.00","15.95","Cash","Street Hail"
59954719,24959,"Freedom Taxi","4171","NGP",951247,"10/01/2015 00:52","10/01/2015 00:58","1.6","39.029850","-75.766786","224-30 W. RITTENHOUSE SQUARE","39.396268","-75.942039","2661 N NAPA ST","6.84","0.60","0.00","0.00","0.00","7.44","Dispute","Street Hail"
51175783,44106,"Freedom Taxi","3681","NGP",460103,"10/01/2015 00:52","10/01/2015 01:00","0.0","39.437027","-75.157947","5500 CEDAR AVE","39.865745","-75.827782","820R S 05TH ST","9.60","0.60","0.00","0.00","0.00","10.20","Cash","Street Hail"
57269214,29687,"Freedom Taxi","5847","NGP",462886,"10/01/2015 00:52","10/01/2015 00:57","1.3","39.594923","-75.684954","1526-30 N 02ND ST","39.254160","-75.672437","152 N 57TH ST PHILADELPHIA","5.92","0.60","1.50","0.00","0.00","8.02","Credit Card","Street Hail"
66996307,91467,"Freedom Taxi","0006","NGP",691241,"10/01/2015 00:54","10/01/2015 01:07","3.0","39.766465","-75.719851","5017 BALTIMORE AVE","39.314326","-75.631512","5239 D ST","10.52","0.60","0.00","0.00","0.00","11.12","Cash","Street Hail"
08171340,73788,"Quaker City Cab","8952","NGP",083037,"10/01/2015 00:54","10/01/2015 00:57","0.0","40.077684","-75.812361","2871 MEMPHIS ST","40.960616","-75.397967","2501 W SILVER ST","5.23","0.60","5.00","0.00","0.00","10.83","Credit Card","Street Hail"
12039664,41835,"Freedom Taxi","9274","NGP",699769,"10/01/2015 00:55","10/01/2015 01:04","1.4","39.372862","-75.004360","1715 S 06TH ST","39.775919","-75.522912","1546 ORLAND ST","7.30","0.60","3.00","0.00","0.00","10.90","Credit Card","Street Hail"
06125999,38079,"Freedom Taxi","2315","NGP",958921,"10/01/2015 00:56","10/01/2015 00:59","0.7","39.362871","-75.025461","1319 UNITY ST","39.250963","-75.990763","6447 RISING SUN AVENUE","4.54","0.60","2.00","0.00","0.00","7.14","Credit Card","Street Hail"
60330633,15103,"Freedom Taxi","1334","NGP",293451,"10/01/2015 00:56","10/01/2015 00:59","0.5","39.191620","-75.276704","5117 BALTIMORE AVE","39.980574","-75.457427","314 FRIENDSHIP ST","4.08","0.60","3.00","0.00","0.00","7.68","Credit Card","Street Hail"
48162084,73518,"Freedom Taxi","0401","NGP",232602,"10/01/2015 00:57","10/01/2015 01:04","0.6","39.907988","-75.955920","6030 CEDARHURST ST","39.104467","-75.580652","1669 E HUNTING PARK AVE","5.69","0.60","0.00","0.00","0.00","6.29","Cash","Street Hail"
96009924,75341,"Freedom Taxi","4631","NGP",136744,"10/01/2015 00:59","10/01/2015 01:03","0.8","39.424823","-75.956771","4600","39.609560","-75.252577","2561-65 BELLFORD ST","4.77","0.60","2.00","0.00","0.00","7.37","Credit Card","Street Hail"
60330633,79734,"Freedom Taxi","1334","NGP",293451,"10/01/2015 01:00","10/01/2015 01:08","2.1","39.541460","-75.852443","5551 WEBSTER ST","39.910091","-75.974861","1334 YERKES ST","7.99","0.60","2.00","0.00","0.00","10.59","Credit Card","Street Hail"
59954719,95305,"Freedom Taxi","4171","NGP",951247,"10/01/2015 01:01","10/01/2015 01:21","7.1","39.335715","-75.709898","3116 FONTAIN ST","40.014377","-75.260053","4165 NEWHALL ST","20.18","0.60","0.00","0.00","0.00","20.78","Dispute","Street Hail"
72947817,74563,"Freedom Taxi","2453","NGP",880125,"10/01/2015 01:04","10/01/2015 01:11","4.8","39.890547","-75.936925","1920 N 02ND ST","39.759769","-75.037507","5229 GERMANTOWN AVE","7.30","0.00","0.20","0.00","0.60","8.10","Credit Card","Street Hail"
57269214,20073,"Freedom Taxi","5847","NGP",462886,"10/01/2015 01:04","10/01/2015 01:13","2.1","39.846196","-75.237917","11074 GREINER RD","39.001446","-75.972296","5841 N 03RD ST","7.99","0.60","0.00","0.00","0.00","8.59","Cash","Street Hail"
20548228,34403,"Freedom Taxi","5910","NGP",906066,"10/01/2015 01:04","10/01/2015 01:09","0.5","39.520301","-75.798356","301-399 CANTRELL","39.494403","-75.276279","1951 E MONMOUTH ST","5.23","0.60","0.00","0.00","0.00","5.83","Cash","Street Hail"
01739875,18447,"Freedom Taxi","3358","NGP",311845,"10/01/2015 01:05","10/01/2015 01:14","0.0","39.570389","-75.073728","4200-4298 LYMAN","39.204438","-75.536400","3146 E ST","8.45","0.60","0.00","0.00","0.00","9.05","Cash","Street Hail"
63563948,49984,"Freedom Taxi","1702","NGP",306487,"10/01/2015 01:05","10/01/2015 01:16","1.9","39.861319","-75.948900","4116 CASTOR AVE","39.318336","-75.963337","1806-18 RITTENHOUSE SQUARE","7.99","0.60","1.50","0.00","0.00","10.09","Credit Card","Street Hail"
15592895,08952,"Freedom Taxi","4330","NGP",694082,"10/01/2015 01:06","10/01/2015 01:18","3.2","39.327172","-75.668788","7433 RUGBY ST","39.676300","-75.159223","3111 WINDISH ST","11.44","0.60","2.40","0.00","0.00","14.44","Credit Card","Street Hail"
04808013,18828,"Freedom Taxi","4630","NGP",787059,"10/01/2015 01:07","10/01/2015 01:21","10.9","39.475904","-75.878783","201-299 S 6TH","39.963208","-75.890484","1206 PANAMA ST","28.50","0.60","0.00","0.00","0.00","29.10","Cash","Street Hail"
31068745,57486,"Freedom Taxi","4846","NGP",675215,"10/01/2015 01:08","10/01/2015 01:21","8.3","39.127426","-75.153757","1501-39 MARKET ST","39.231962","-75.156402","5415 HUNTER ST","28.50","0.60","5.80","0.00","0.00","34.90","Credit Card","Street Hail"
04613000,67063,"Freedom Taxi","5753","NGP",383563,"10/01/2015 01:08","10/01/2015 01:20","2.2","39.232118","-75.154670","3317 G ST","39.107647","-75.375586","1701-1799 S 55TH ST","9.37","0.60","3.00","0.00","0.00","12.97","Credit Card","Street Hail"
40638430,66823,"Freedom Taxi","3354","NGP",458078,"10/01/2015 01:10","10/01/2015 01:26","8.3","39.070822","-75.087369","811 N CAPITOL ST","39.358592","-75.827533","1706 RITTENHOUSE","28.50","0.60","1.00","0.00","1.00","31.10","Credit Card","Street Hail"
20548228,24406,"Freedom Taxi","5910","NGP",906066,"10/01/2015 01:11","10/01/2015 01:13","0.0","39.204263","-75.640992","3528 JASPER ST","39.134307","-75.751700","907 KENMORE RD","3.39","0.60","0.00","0.00","0.00","3.99","Cash","Street Hail"
82473306,37729,"Freedom Taxi","3134","NGP",612318,"10/01/2015 01:12","10/01/2015 01:12","0.0","39.259071","-75.405637","106-14 S 11TH ST","39.688355","-75.843335","2424 W LEHIGH AVE","2.70","0.60","0.00","0.00","0.00","3.30","Cash","Street Hail"
96009924,16049,"Freedom Taxi","4631","NGP",136744,"10/01/2015 01:14","10/01/2015 01:16","1.0","39.270808","-75.076885","3401-3499 TILDEN","39.458840","-75.370335","3065 JUDSON ST","4.77","0.60","0.00","0.00","0.00","5.37","Cash","Street Hail"
82473306,94310,"Freedom Taxi","3134","NGP",612318,"10/01/2015 01:14","10/01/2015 01:14","0.0","39.173501","-75.517041","325 SHAWMONT AVE","39.147788","-75.809397","8032 FORREST AVE","2.70","0.60","0.00","0.00","0.00","3.30","Cash","Street Hail"
82473306,51710,"Freedom Taxi","3134","NGP",612318,"10/01/2015 01:14","10/01/2015 01:25","2.1","39.910801","-75.741547","2018 W. RESERVE DRIVE","39.754036","-75.493804","5116-18 WAKEFIELD ST","28.50","0.60","0.00","0.00","0.00","29.10","Cash","Street Hail"
65374777,90774,"Freedom Taxi","9312","NGP",134178,"10/01/2015 01:15","10/01/2015 01:26","9.4","39.576836","-75.036728","2483 78TH AVE","39.988080","-75.275098","1639 POPLAR ST","28.50","0.60","3.00","0.00","0.00","32.10","Credit Card","Street Hail"
49037613,49452,"Freedom Taxi","9643","NGP",371486,"10/01/2015 01:15","10/01/2015 01:21","1.2","39.328444","-75.191681","5221 W THOMPSON ST","39.969572","-75.910930","649 N 41ST ST","6.15","0.60","3.00","0.00","0.00","9.75","Credit Card","Street Hail"
64452934,47036,"Freedom Taxi","8676","NGP",003510,"10/01/2015 01:16","10/01/2015 01:31","11.6","39.119108","-75.450719","4204 ELSINORE ST","39.559347","-75.455228","2959 WEIKEL ST","28.50","0.60","15.00","0.00","0.00","44.10","Credit Card","Street Hail"
34597719,90204,"Freedom Taxi","3358","NGP",311845,"10/01/2015 01:16","10/01/2015 01:16","0.0","39.724652","-75.616385","2134 TITAN ST","39.099314","-75.222776","1613 ELLSWORTH ST","8.45","0.60","0.00","0.00","0.00","9.05","Credit Card","Street Hail"
30597571,49872,"Quaker City Cab","3592","NGP",500961,"10/01/2015 01:17","10/01/2015 01:23","0.0","39.043325","-75.429425","1527 SARATOGA PL","39.054137","-75.279553","237 S 48TH ST","6.38","0.00","0.00","0.00","0.00","6.38","Cash","Street Hail"
08171340,86098,"Quaker City Cab","8952","NGP",083037,"10/01/2015 01:17","10/01/2015 01:46","0.0","39.695273","-75.817783","6146 LUDLOW ST","39.996756","-75.703916","111 SOUTH 15TH STREET","23.40","0.60","0.00","0.00","0.00","24.00","Cash","Street Hail"
45570033,52044,"Freedom Taxi","8389","NGP",197451,"10/01/2015 01:17","10/01/2015 01:30","9.5","0.0023422","0.00557111","1944 S 28TH ST","0.0592526","0.00352251","1330 S BOUVIER ST","28.50","0.60","5.80","0.00","0.00","34.90","Credit Card","Street Hail"
32746631,11046,"Freedom Taxi","9913","NGP",170586,"10/01/2015 01:17","10/01/2015 01:24","1.3","39.532838","-75.049120","1718 ALTER ST","39.953375","-75.042444","300-398 DICKINSON","6.61","0.60","0.00","0.00","0.00","7.21","Cash","Street Hail"
66996307,96358,"Freedom Taxi","0006","NGP",691241,"10/01/2015 01:18","10/01/2015 01:29","3.3","39.029025","-75.186149","1419 W CHEW AVE","39.473058","-75.139316","1823-35 CALLOWHILL ST","10.75","0.60","0.00","0.00","0.00","11.35","Cash","Street Hail"
59901491,16315,"Freedom Taxi","0079","NGP",386172,"10/01/2015 01:20","10/01/2015 01:26","1.2","39.923009","-75.855473","2428 W CUMBERLAND ST","39.622601","-75.511192","6141 MARSDEN ST","5.92","0.60","3.00","0.00","0.00","9.52","Credit Card","Street Hail"
96806139,02448,"Freedom Taxi","3417","NGP",863541,"10/01/2015 01:20","10/01/2015 01:31","1.2","39.561200","-75.866397","605 MERCY ST","39.327827","-75.496998","413 MANTON ST","6.84","0.60","0.00","0.00","0.00","7.44","Cash","Street Hail"
